score,outlier,mins,top_region,n_regions,regions,title,channel,subs,views,category,url
52,65.4,0.5,US,1,US,arguing like riley and huey😭😭#spiderman#milesmorales#atsv#fyp#spidermanacrossthespiderverse#marvel,vivia eve,25900,1700052,Film & Animation,https://youtu.be/CoGOycjLsEw
52,49.2,0.7,US,2,"IE, US",Shane Gillis Said WHAT To The Doctor!!???😆🤣😭/ JRE Ft. Joe DeRosa #comedy #jokes #standupcomedy,Flatt Tires Comedy,20600,1024885,Comedy,https://youtu.be/JFOUUAKNpgM
52,18.7,0.2,US,3,"AU, CA, US",Meanwhile Tom in Zakuji with the mask on!😂 #spiderman #tomholland #tobeymaguire #andrewgarfield #mcu,Neo Comics 📚,162000,3048352,Film & Animation,https://youtu.be/Waa-g5_WSA8
52,29.6,1.0,US,3,"AU, CA, US",A war Sparked by a Shower#shorts,Framehaus,38000,1129449,Comedy,https://youtu.be/SE09iMJikp8
52,54.8,0.6,NO,2,"NL, NO",She Thinks I Bought a BMW 😂 #bmw #funny #ex #cars #car #comedy #funnyvideo #bmwmoment #prank #pov,Bavarian Venom 💀,86600,4749730,Autos & Vehicles,https://youtu.be/whZbgid4LRQ
52,227.0,0.2,US,2,"GB, US",When Ryan Gosling's Improvised Scream Almost Broke Russell Crowe 😂🎬,Swagger Exposed Shorts,17700,4021206,Entertainment,https://youtu.be/9Hmn93MITe0
52,8.8,1.0,US,6,"AU, CA, CH, DK, NL, US",Why Most People Misunderstand What It Means to Overcome👇,mdscae,410000,3613198,Comedy,https://youtu.be/z6t297hwot4
52,1.7,321.5,GB,3,"AU, DK, GB",PMWC WATCHPARTY Grand Finals Last Day | Road to 1 Million Subscribersss,Cr7 HORAA,1000000,1673675,Gaming,https://youtu.be/rmWF9cpGx5w
52,25.5,0.4,NO,2,"DK, NO",Nearly 1 Million Animals Died for His Art #art #history,Art Meets History,18900,483539,Pets & Animals,https://youtu.be/6RQt9xsoBkI
52,70.0,0.2,NO,3,"DK, NL, NO",Tom Holland Was the Only One Who Understood the Assignment,Heartsnreels,93800,6573007,Comedy,https://youtu.be/CU9tbavgEKI
52,80.5,0.3,SE,2,"NL, SE",Elephant Save Little Girls Bunny 😊❤️‍🩹 #shorts,𝗡𝗼𝗶𝗿 𝗧𝗮𝗹𝗸𝘀,71900,5780459,Pets & Animals,https://youtu.be/sWgUpBb8lEQ
52,240.9,2.2,AU,2,"AU, IE","Haley and Andy like each other, right？#Modern.Family#foryou#tvshow",Maria Mendonca,12500,3025675,Comedy,https://youtu.be/mkazj4nURck
52,1.5,0.8,US,11,"AT, AU, CA, DE, DK, GB, IE, NL, NO, SE, US",When they build a data center in your small town,Digital Taxidermy,873000,1341020,Science & Tech,https://youtu.be/m0gRzh5YSYo
51,2.3,0.2,NO,9,"AT, CA, CH, DK, GB, IE, NL, NO, SE",E-Scooter Rent…,JoyOnWheels,344000,781153,Autos & Vehicles,https://youtu.be/9DucssFrtWI
51,20.5,0.2,AU,5,"AT, AU, CH, IE, NL",The Rider Had The Most Valid Crash Out Ever in Racing,ThickerTwoWheels,88400,1831945,Autos & Vehicles,https://youtu.be/7PSPhRb4YaY
51,11.5,1.0,US,3,"AU, CA, US",He stood up for his friend | I Am Number Four #edit #shorts,G1ggz,221000,2545347,Film & Animation,https://youtu.be/62IEWTKsq1A
51,79.2,1.0,AU,1,AU,Australia’s Famous Laughing Bird.#kookaburra #birds #bird #wildlife #animals,Windypaws,41800,3311189,Pets & Animals,https://youtu.be/cj0tCZJFYm8
51,35.4,0.4,CH,3,"AT, CH, DE",Er wollte der echte Spider‑Man im wahren Leben sein 😧,TIKTOK REMIX STOP,40500,1436612,Howto & Style,https://youtu.be/UTj4c9iztn8
51,597.0,0.3,SE,1,SE,When a Biker's Kindness Meets Pure Joy 🥺❤️,ClipChimp,10600,6341972,Autos & Vehicles,https://youtu.be/5pb-zMvqldA
51,104.4,0.4,DK,3,"CA, DK, SE",It doesn’t even come close to compare the difference in convenience but also with blocking out heat,Myfamilypov,23400,2448068,Autos & Vehicles,https://youtu.be/wrwrEBMaYLY
51,6.8,0.3,US,7,"AU, CA, DK, IE, NO, SE, US",Pulled Over On The Dragon #bikesvscops,dickfartjr,591000,4011738,Autos & Vehicles,https://youtu.be/5FksEUHTXME
51,1.0,2.0,US,7,"CA, DK, GB, IE, NO, SE, US",yay! @yoangelolo,Mariah,1470000,1493117,Pets & Animals,https://youtu.be/ALgWRGcyxlE
51,0.6,391.1,US,2,"CA, US",LCS Summer Split | LYON vs SEN,LCS,262000,166840,Gaming,https://youtu.be/7JnLaFKGeU8
51,0.0,22.4,US,10,"AT, AU, CA, CH, DE, GB, IE, NL, NO, US",Hermitcraft 11: Episode 24 - THE PLANETARIUM,Grian,8910000,363454,Gaming,https://youtu.be/XUd1AxMh2-0
51,5.4,0.9,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",When You Know Your Value,Creating Wealth,511000,2823050,Entertainment,https://youtu.be/-ZtBIGA26v0
51,23.3,0.3,NO,7,"AU, CA, DK, GB, NL, NO, SE",Her mom always dresses better than her 😳,sneaksi,316000,7395132,Entertainment,https://youtu.be/6wMUelcRH-U
50,76.1,0.8,CH,1,CH,Buy an off-road vehicle as a gift for Ronaldo.,Emi Fukuda,73100,5568502,Autos & Vehicles,https://youtu.be/cw0vq8DXpqE
50,130.0,0.3,CH,4,"CH, DE, IE, NL",My man didn't even spill his beer 🔥. #selfimprovement #mindsetmatters #mindsetminute,Z E N I T H,100000,13006531,Entertainment,https://youtu.be/0ivH9eZAqzY
50,39.7,0.3,AU,4,"AU, CA, DK, SE",When Hyunjin Gets Caught on Camera Doing This😭 #straykids #hyunjin #shorts,felixoxo,74800,2978987,Comedy,https://youtu.be/TF_4fha1UqY
50,5.0,1.0,NO,3,"GB, IE, NO",WHAT $1 COULD BUY YOU THROUGHOUT THE YEARS 😭: #fyp #costofliving #inflation #history #money,phoebeisginger,275000,1372959,Howto & Style,https://youtu.be/7JXCzuifwEc
